Card Number,NAME,SSN,Customer Address,Transaction Method,Card Entry Method,Merchant,Transaction Date,Amount Completed,Balance available,Settlement Date,Terminal Location,Institution Name,Acquiring Institution Name,IsFraud
9100116092,Christa B. Allen,100016093,605 SLOAN ST,BIN 412195,Unknown or terminal not used,BP,1-Nov,5,840,2-Nov,,SunTrust Bank,Fifth Third Bank,0
9100116092,Crystal Allen,100016093,PO BOX 508,BIN 578134,Manual key entry,Target,3-Nov,7,40200,5-Nov,,Charles Schwab,BMO Harris Bank,0
9100116092,Debbie Allen,100016093,609 25 1/2 RD UNIT 5,BIN 562718,Mag stripe read ? CVV checking not possible,BJS,11-Nov,317,40320,12-Nov,,American Express,Santander Bank,1
9100116092,Dorothy Allen,100016093,2328 INTERSTATE AVE,BIN 463124,Barcode read,MBTA,13-Nov,75,38040,14-Nov,,Ally Financial,Regions Bank,0
9100116092,Elizabeth Allen (actress),100016093,36909 GRANDVIEW MESA RD,BIN 449272,Unknown,Amazon.com,15-Nov,216,600,18-Nov,,RBC Bank,M&T Bank,0
9100116092,Gracie Allen,100016093,1803 MAIN ST APT C4,BIN 475595,MANUAL ENTRY,Uber,2-Nov,75,840,3-Nov,,Citizens Bank,Northern Trust,0
9100116092,India Allen,100016093,1975 W 3RD AVE UNIT A,BIN 534034,SWIPED MACHINE READ,Draftkings,4-Nov,75,40200,6-Nov,,USAA,Union Bank,0
9100116092,Jo Harvey Allen,100016093,PO BOX 5986,BIN 534888,MANUAL ENTRY,Nightlife,6-Nov,5,40320,7-Nov,,Fifth Third Bank,KeyCorp,0
9100116092,Joan Allen,100016093,PO BOX 7208,BIN 566783,SWIPED MACHINE READ,Target,8-Nov,7,38040,9-Nov,,BMO Harris Bank,MSN Banknorth,0
9100116092,Jonelle Allen,100016093,648 FOX CT,BIN 554348,Unknown or terminal not used,BJS,10-Nov,335,600,13-Nov,,Santander Bank,Bank of New York Mellon,1
9100116092,Judith Allen,100016093,PO BOX 1148,BIN 5543484,Manual key entry,Shell,12-Nov,5,840,13-Nov,,Regions Bank,PNC Bank,0
9100116092,Karen Allen,100016093,PO BOX 1742,BIN 563015,Mag stripe read ? CVV checking not possible,Flowers.com,14-Nov,7,40200,16-Nov,,M&T Bank,Capital One,1
9100116092,Krista Allen,100016093,266 MESA ENCANTADA,BIN 489287,Barcode read,Walmart,16-Nov,317,40320,17-Nov,,Northern Trust,HSBC,0
9100116092,Laura Allen,100016093,PO BOX 2959,BIN 422305,Unknown,Target,7-Nov,5,38040,8-Nov,,Union Bank,TD Bank,0
9100116092,Maude Allen,100016093,PO BOX 3590,BIN 416482,MANUAL ENTRY,BJS,9-Nov,7,600,12-Nov,,KeyCorp,State Street,1
9100116092,Nancy Allen (actress),100016093,618 CHEYENNE AVE,BIN 472038,SWIPED MACHINE READ,Shell,11-Nov,335,840,12-Nov,,MSN Banknorth,BB&T,0
9100116092,Phyllis Allen,100016093,2943 N VIEW DR,BIN 4902106,MANUAL ENTRY,BP,2-Nov,5,40200,4-Nov,,JPMorgan Chase,SunTrust Bank,0
9100116092,Rae Allen,100016093,2540 BRENNA WAY,BIN 4275696,SWIPED MACHINE READ,Target,4-Nov,7,40320,5-Nov,,Bank of America,Charles Schwab,0
9100116092,Sandy Allen,100016093,620 E 11TH ST,BIN 414991,Unknown or terminal not used,BJS,6-Nov,317,38040,7-Nov,,Wells Fargo,American Express,1
9100116092,Sasha Allen,100016093,27656 HIGHWAY 6 TRLR 1803,BIN 4348096,Manual key entry,MBTA,8-Nov,75,600,11-Nov,,Citigroup,Ally Financial,0
9100116092,Sheila Matthews Allen,100016093,PO BOX 5067,BIN 567959,Mag stripe read ? CVV checking not possible,Amazon.com,5-Nov,216,840,6-Nov,,Goldman Sachs,RBC Bank,0
9100116092,Sian Barbara Allen,100016093,PO BOX 485,BIN 56795967,Barcode read,Uber,7-Nov,75,40200,9-Nov,,Morgan Stanley,JPMorgan Chase,0
9100116092,Tessa Allen,100016093,PO BOX 135,BIN 56795970,Unknown,Draftkings,9-Nov,75,40320,10-Nov,,U.S. Bancorp,Bank of America,0
9100116092,Kirstie Alley,100016093,59 N PAINTED HORSE CIR,BIN 553845,MANUAL ENTRY,Nightlife,1-Nov,5,38040,2-Nov,,Bank of New York Mellon,Wells Fargo,0
9100116092,Sara Allgood,100016093,331 E 1ST ST,BIN 587944,SWIPED MACHINE READ,Target,3-Nov,7,600,6-Nov,,PNC Bank,Citigroup,0
9100116092,Monica Allison,100016093,PO BOX 1717,BIN 532266,MANUAL ENTRY,BJS,11-Nov,335,840,12-Nov,,Capital One,Goldman Sachs,1
9100116092,Elvia Allman,100016093,2646 CHESTNUT DR,BIN 489275,SWIPED MACHINE READ,Shell,13-Nov,5,40200,15-Nov,,HSBC,Morgan Stanley,0
9100116092,Jamie Anne Allman,100016093,PO BOX 771346,BIN 48927532,Unknown or terminal not used,Flowers.com,15-Nov,7,40320,16-Nov,,TD Bank,U.S. Bancorp,1
9100116092,Astrid Allwyn,100016093,2144 DEVON ST,BIN 429220,Manual key entry,Walmart,2-Nov,317,38040,3-Nov,,State Street,Citizens Bank,0
9100116092,June Allyson,100016093,288 HOLLY LN,BIN 42922032,Mag stripe read ? CVV checking not possible,Target,4-Nov,5,40200,7-Nov,,BB&T,USAA,1
9100116092,Daniella Alonso,100016093,1123 E 3RD AVE,BIN 431014,Barcode read,BJS,6-Nov,7,600,7-Nov,,SunTrust Bank,Fifth Third Bank,1
9100116092,Corinne Alphen,100016093,715 BURNING MOUNTAIN AVE,BIN 568055,Unknown,Shell,8-Nov,317,840,10-Nov,,Charles Schwab,BMO Harris Bank,0
9100116092,Carol Alt,100016093,46 SPRUCE CT,BIN 56805532,MANUAL ENTRY,BP,10-Nov,75,600,11-Nov,,American Express,Santander Bank,0
9100116092,Summer Altice,100016093,2132 MONARCH PT,BIN 442329,SWIPED MACHINE READ,Target,12-Nov,216,840,13-Nov,,Ally Financial,Regions Bank,0
9100116092,Angela Alvarado,100016093,PO BOX 20797,BIN 44232975,MANUAL ENTRY,BJS,14-Nov,75,40200,17-Nov,,RBC Bank,M&T Bank,1
9100116092,Trini Alvarado,100016093,PO BOX 25336,BIN 44232999,SWIPED MACHINE READ,MBTA,16-Nov,75,40320,17-Nov,,Citizens Bank,Northern Trust,0
9100116092,Monique Alvarez,100016093,3527 COUNTY ROAD 103,BIN 460657,Unknown or terminal not used,Amazon.com,7-Nov,5,38040,9-Nov,,USAA,Union Bank,0
9100116092,Betty Amann,100016093,4383 COUNTY ROAD 331,BIN 405569,Manual key entry,Uber,9-Nov,7,600,10-Nov,,Fifth Third Bank,KeyCorp,0
9100116092,Erika Amato,100016093,26454 TX HWY 77W,BIN 587863,Mag stripe read ? CVV checking not possible,Draftkings,11-Nov,335,840,12-Nov,,BMO Harris Bank,MSN Banknorth,0
9100116092,Kimberly Amato,100016093,PO BOX 3759,BIN 585302,Barcode read,Nightlife,2-Nov,5,40200,5-Nov,,Santander Bank,Bank of New York Mellon,0
9100116092,Lauren Ambrose,100016093,204 14TH ST UNIT 320,BIN 429205,Unknown,Target,4-Nov,7,40320,5-Nov,,Regions Bank,PNC Bank,0
9100116092,Tangie Ambrose,100016093,PO BOX 3362,BIN 441967,MANUAL ENTRY,BJS,6-Nov,317,38040,8-Nov,,M&T Bank,Capital One,1
9100116092,Cindy Ambuehl,100016093,346 ELM AVE,BIN 441901,SWIPED MACHINE READ,Shell,8-Nov,5,600,9-Nov,,Northern Trust,HSBC,0
9100116092,Amerie,100016093,533 MAIN AVE,BIN 568468,MANUAL ENTRY,Flowers.com,5-Nov,7,840,6-Nov,,Union Bank,TD Bank,1
9100116092,Adrienne Ames,100016093,339 PARK AVE,BIN 445350,SWIPED MACHINE READ,Walmart,7-Nov,335,40200,10-Nov,,KeyCorp,State Street,0
9100116092,Ramsay Ames,100016093,PO BOX 3945,BIN 477420,Unknown or terminal not used,Target,9-Nov,5,38040,10-Nov,,MSN Banknorth,BB&T,0
9100116092,Rosemary Ames,100016093,107 LAKESIDE CT,BIN 427061,Manual key entry,BJS,1-Nov,317,600,3-Nov,,JPMorgan Chase,SunTrust Bank,1
9100116092,Mädchen Amick,100016093,PO BOX 6961,BIN 568017,Mag stripe read ? CVV checking not possible,Shell,3-Nov,75,840,4-Nov,,Bank of America,Charles Schwab,0
9100116092,Suzy Amis Cameron,100016093,2508 GLEN VIEW DR,BIN 532210,Barcode read,BP,11-Nov,216,40200,12-Nov,,Wells Fargo,American Express,0
9100116092,Charlene Amoia,100016093,1173 COUNTY ROAD 8B,BIN 5322103,Unknown,Target,13-Nov,75,38040,16-Nov,,Citigroup,Ally Financial,0
9100116092,Elizabeth Amsden,100016093,692 PONDEROSA DR,BIN 51115699,MANUAL ENTRY,BJS,15-Nov,75,600,16-Nov,,Goldman Sachs,RBC Bank,1
9100116092,Eva Amurri,100016093,21349 LANNING RD,BIN 511157,SWIPED MACHINE READ,MBTA,2-Nov,5,840,4-Nov,,Morgan Stanley,JPMorgan Chase,0
9100116092,Kristina Anapau,100016093,1332 PITKIN AVE APT 14,BIN 51115715,MANUAL ENTRY,Amazon.com,4-Nov,7,40200,5-Nov,,U.S. Bancorp,Bank of America,0
9100116092,Maureen Anderman,100016093,5036 COUNTY ROAD 335 #259,BIN 5111573,SWIPED MACHINE READ,Uber,6-Nov,335,38040,7-Nov,,Bank of New York Mellon,Wells Fargo,0
9100116092,Andrea Anders,100016093,627 LARIAT LOOP,BIN 51115755,Unknown or terminal not used,Draftkings,8-Nov,5,40320,11-Nov,,PNC Bank,Citigroup,0
9100116092,Luana Anders,100016093,52 BOBCAT LN,BIN 51115799,Manual key entry,Nightlife,10-Nov,7,600,11-Nov,,Capital One,Goldman Sachs,0
9100116092,Merry Anders,100016093,PO BOX 48,BIN 418579,Mag stripe read ? CVV checking not possible,Target,12-Nov,317,840,14-Nov,,HSBC,Morgan Stanley,0
9100116092,Bridgette Andersen,100016093,552 PRIMAVERA ST,BIN 579386,Barcode read,BJS,14-Nov,5,40200,15-Nov,,TD Bank,U.S. Bancorp,1
9100116092,Audrey Marie Anderson,100016093,1722 JUNIPER ST,BIN 551383,Unknown,Shell,16-Nov,7,38040,17-Nov,,State Street,Citizens Bank,0
9100116092,Barbara Anderson (actress),100016093,255 WREN CT,BIN 500523,MANUAL ENTRY,Flowers.com,7-Nov,335,40320,10-Nov,,BB&T,USAA,1
9100116092,Camille Anderson,100016093,2603 S OAK HURST CT APT 20,BIN 519649,SWIPED MACHINE READ,Walmart,9-Nov,5,600,10-Nov,,SunTrust Bank,Fifth Third Bank,0
9100116092,Donna Anderson,100016093,PO BOX 218,BIN 551352,MANUAL ENTRY,Target,11-Nov,7,840,13-Nov,,Charles Schwab,BMO Harris Bank,0
9100116092,Dusty Anderson,100016093,252 BLUE SPRUCE DR,BIN 588130,SWIPED MACHINE READ,BJS,2-Nov,317,40200,3-Nov,,American Express,Santander Bank,1
9100116092,Elaine Anderson Steinbeck,100016093,21851 MYERS RD,BIN 546109,Unknown or terminal not used,Shell,4-Nov,5,38040,5-Nov,,Ally Financial,Regions Bank,0
9100116092,Ella Anderson,100016093,20544 TULIP CIR,BIN 527824,Manual key entry,BP,6-Nov,7,40320,9-Nov,,RBC Bank,M&T Bank,0
9100116092,Erika Anderson,100016093,308 SOCIETY DR APT C5,BIN 504092,Mag stripe read ? CVV checking not possible,Target,8-Nov,335,40200,9-Nov,,Citizens Bank,Northern Trust,0
9100116092,Eunice Anderson,100016093,PO BOX 1320086,BIN 461188,Barcode read,BJS,5-Nov,5,600,7-Nov,,USAA,Union Bank,1
9100116092,Nicole Gale Anderson,100016093,PO BOX 1585383,BIN 419612,Unknown,MBTA,7-Nov,133,840,8-Nov,,Fifth Third Bank,KeyCorp,0
9100116092,Gillian Anderson,100016093,4573 I-70 FRONTAGE RD,BIN 413987,MANUAL ENTRY,Amazon.com,9-Nov,133,38040,10-Nov,,BMO Harris Bank,MSN Banknorth,0
9100116092,Jacqueline Anderson,100016093,3282 GROVE ST APT 18,BIN 577325,SWIPED MACHINE READ,Uber,1-Nov,133,40200,4-Nov,,Santander Bank,Bank of New York Mellon,0
9100116092,Jo Anderson,100016093,563 RIVER VIEW DR UNIT 707,BIN 579456,MANUAL ENTRY,Draftkings,3-Nov,133,600,4-Nov,,Regions Bank,PNC Bank,0
9100116092,Loni Anderson,100016093,PO BOX 19659,BIN 57945699,SWIPED MACHINE READ,Nightlife,11-Nov,133,840,13-Nov,,M&T Bank,Capital One,0
9100116092,Beverly Aadland,100016093,PO BOX 22896,BIN 566479,Unknown or terminal not used,Target,13-Nov,133,600,14-Nov,,Northern Trust,HSBC,0
9100116092,Mariann Aalda,100016093,900 VITOS WAY,BIN 56647999,Manual key entry,BJS,15-Nov,133,840,16-Nov,,Union Bank,TD Bank,1
9100116092,Aaliyah,100016093,740 35 6/10 RD,BIN 5664799955,Mag stripe read ? CVV checking not possible,Shell,2-Nov,133,40200,5-Nov,,KeyCorp,State Street,0
9100116092,Angela Aames,100016093,1251 SUNSET DR,BIN 477488,Barcode read,Flowers.com,4-Nov,317,40320,5-Nov,,MSN Banknorth,BB&T,1
9100116092,Caroline Aaron,100016093,1434 MANCHESTER DR,BIN 477489,Unknown,Walmart,6-Nov,75,38040,8-Nov,,JPMorgan Chase,SunTrust Bank,0
9100116092,Dorothy Abbott,100016093,162 LITTLE ELK CREEK AVE,BIN 501546,MANUAL ENTRY,Target,8-Nov,216,600,9-Nov,,Bank of America,Charles Schwab,0
9100116092,Diahnne Abbott,100016093,BETTINA BRUSCH-STRECHER,BIN 50154601,SWIPED MACHINE READ,BJS,10-Nov,75,840,11-Nov,,Wells Fargo,American Express,1
9100116092,Rose Abdoo,100016093,PO BOX 4094,BIN 432711,MANUAL ENTRY,Shell,12-Nov,75,40200,15-Nov,,Citigroup,Ally Financial,0
9100116092,Paula Abdul,100016093,234 HARRIS ST,BIN 43271101,SWIPED MACHINE READ,BP,14-Nov,5,40320,15-Nov,,Goldman Sachs,RBC Bank,0
9100116092,Rakefet Abergel,100016093,1296 BEDROCK CIR,BIN 404253,Unknown or terminal not used,Target,16-Nov,7,38040,18-Nov,,Morgan Stanley,JPMorgan Chase,0
9100116092,Betty Aberlin,100016093,PO BOX 32595,BIN 404254,Manual key entry,BJS,7-Nov,335,600,8-Nov,,U.S. Bancorp,Bank of America,1
9100116092,Donzaleigh Abernathy,100016093,PO BOX 37979,BIN 469212,Mag stripe read ? CVV checking not possible,MBTA,9-Nov,5,840,10-Nov,,Bank of New York Mellon,Wells Fargo,0
9100116092,Whitney Able,100016093,3725 LONE TREE LN,BIN 579462,Barcode read,Amazon.com,11-Nov,7,40200,14-Nov,,PNC Bank,Citigroup,0
9100116092,Amy Acker,100016093,1467 CONESTOGA CIR,BIN 567185,Unknown,Uber,2-Nov,317,40320,3-Nov,,Capital One,Goldman Sachs,0
9100116092,Jean Acker,100016093,3129 GRAND AVE,BIN 56718500,MANUAL ENTRY,Draftkings,4-Nov,5,38040,6-Nov,,HSBC,Morgan Stanley,0
9100116092,Bettye Ackerman,100016093,130 CRAWFORD LN APT 3,BIN 5671850099,SWIPED MACHINE READ,Nightlife,6-Nov,7,600,7-Nov,,TD Bank,U.S. Bancorp,0
9100116092,Leslie Ackerman,100016093,PO BOX 8201,BIN 558193,MANUAL ENTRY,Target,8-Nov,335,840,9-Nov,,State Street,Citizens Bank,0
9100116092,Anabelle Acosta,100016093,325 LIGHT HILL RD,BIN 550895,SWIPED MACHINE READ,BJS,5-Nov,317,40200,8-Nov,,BB&T,USAA,1
9100116092,Acquanetta,100016093,1341 19 RD,BIN 567961,Unknown or terminal not used,Shell,7-Nov,75,40320,8-Nov,,SunTrust Bank,Fifth Third Bank,0
9100116092,Ava Acres,100016093,141 CIMARRON DR,BIN 476324,Manual key entry,Flowers.com,9-Nov,216,38040,11-Nov,,Charles Schwab,BMO Harris Bank,1
9100116092,Isabella Acres,100016093,PO BOX 6194,BIN 416008,Mag stripe read ? CVV checking not possible,Walmart,1-Nov,75,600,2-Nov,,American Express,Santander Bank,0
9100116092,Tatum Adair,100016093,1635 18 RD,BIN 510823,Barcode read,Target,3-Nov,75,840,4-Nov,,Ally Financial,Regions Bank,0
9100116092,Kathryn Adams Doty,100016093,110 SERNANDINA ST,BIN 51082302,Unknown,BJS,11-Nov,5,40200,14-Nov,,RBC Bank,M&T Bank,1
9100116092,Amy Adams,100016093,PO BOX 109,BIN 516709,MANUAL ENTRY,Shell,13-Nov,7,40320,14-Nov,,Citizens Bank,Northern Trust,0
9100116092,Beverly Adams,100016093,PO BOX 2324,BIN 603024,SWIPED MACHINE READ,BP,15-Nov,335,38040,17-Nov,,USAA,Union Bank,0
9100116092,Brooke Adams (actress),100016093,PO BOX 1484,BIN 57948303,MANUAL ENTRY,Target,2-Nov,5,600,3-Nov,,Fifth Third Bank,KeyCorp,0
9100116092,Catlin Adams,100016093,116 RIVERDOWN DR,BIN 5794830399,SWIPED MACHINE READ,BJS,4-Nov,7,840,5-Nov,,BMO Harris Bank,MSN Banknorth,1
9100116092,Dorothy Adams,100016093,27656 HIGHWAY 6 TRLR 1704,BIN 54134603,Unknown or terminal not used,MBTA,6-Nov,317,40200,9-Nov,,Santander Bank,Bank of New York Mellon,0
9100116092,Eadie Adams,100016093,PO BOX 3118,BIN 55149803,Manual key entry,Amazon.com,8-Nov,5,40320,9-Nov,,Regions Bank,PNC Bank,0
9100116092,Freya Adams,100016093,PO BOX 3551,BIN 51966103,Mag stripe read ? CVV checking not possible,Uber,10-Nov,7,38040,12-Nov,,M&T Bank,Capital One,0
9100116092,Jane Adams (actress),100016093,548 1ST AVE APT 5H,BIN 529500,Barcode read,Draftkings,12-Nov,335,600,13-Nov,,Northern Trust,HSBC,0
9100116092,Joey Lauren Adams,100016093,178 COUNTY ROAD 135,BIN 528981,Unknown,Nightlife,14-Nov,5,840,15-Nov,,Union Bank,TD Bank,0
9100116092,Julie Adams,100016093,138 CEDAR RIDGE WAY,BIN 551254,MANUAL ENTRY,Target,16-Nov,7,40200,19-Nov,,KeyCorp,State Street,0
9100116092,Lillian Adams,100016093,2705 H RD,BIN 566427,SWIPED MACHINE READ,BJS,7-Nov,317,40320,8-Nov,,MSN Banknorth,BB&T,1
9100116092,Marla Adams,100016093,34654 HIGHWAY 6,BIN 56642700,MANUAL ENTRY,Shell,9-Nov,5,38040,11-Nov,,JPMorgan Chase,SunTrust Bank,0
9100116092,Mary Kay Adams,100016093,PO BOX 772476,BIN 56642702,SWIPED MACHINE READ,Flowers.com,11-Nov,317,40200,12-Nov,,Bank of America,Charles Schwab,1
9100116092,Neile Adams,100016093,667 SO ANNABELLE CT,BIN 567645,Unknown or terminal not used,Walmart,2-Nov,75,600,3-Nov,,Wells Fargo,American Express,0
9100116092,Poni Adams,100016093,2610 GREENCLIFF DR,BIN 56764500,Manual key entry,Target,4-Nov,216,840,7-Nov,,Citigroup,Ally Financial,0
9100116092,Stella Adams,100016093,34914 PRONGHORN DR,BIN 56764599,Mag stripe read ? CVV checking not possible,BJS,6-Nov,75,600,7-Nov,,Goldman Sachs,RBC Bank,1
9100116092,Yolanda Adams,100016093,PO BOX 4083,BIN 429294,Barcode read,Shell,8-Nov,75,840,10-Nov,,Morgan Stanley,JPMorgan Chase,0
9100116092,Calpernia Addams,100016093,12113 RCR 69,BIN 529353,Unknown,BP,5-Nov,5,40200,6-Nov,,U.S. Bancorp,Bank of America,0
9100116092,Nancy Addison,100016093,1149 E 2ND AVE APT 7,BIN 546361,MANUAL ENTRY,Target,7-Nov,7,40320,8-Nov,,Bank of New York Mellon,Wells Fargo,0
9100116092,Alexandra Adi,100016093,1438 AIRPORT ROAD,BIN 541125,SWIPED MACHINE READ,BJS,9-Nov,335,38040,12-Nov,,PNC Bank,Citigroup,1
9100116092,Celia Adler,100016093,PO BOX 585,BIN 589113,MANUAL ENTRY,MBTA,1-Nov,5,600,2-Nov,,Capital One,Goldman Sachs,0
9100116092,Joanna P. Adler,100016093,3092 PINYON PL,BIN 534738,SWIPED MACHINE READ,Amazon.com,3-Nov,7,840,5-Nov,,HSBC,Morgan Stanley,0
9100116092,Sara Adler,100016093,1303 N 21ST ST APT 306,BIN 515947,Unknown or terminal not used,Uber,11-Nov,317,40200,12-Nov,,TD Bank,U.S. Bancorp,0
9100116092,Stella Adler,100016093,PO BOX 5689,BIN 534953,Manual key entry,Draftkings,13-Nov,5,40320,14-Nov,,State Street,Citizens Bank,0
9100116092,Pamela Adlon,100016093,54 W DRY CREEK CT,BIN 578288,Mag stripe read ? CVV checking not possible,Nightlife,15-Nov,7,38040,18-Nov,,BB&T,USAA,1
9100116092,Iris Adrian,100016093,PO BOX 2912,BIN 551025,Barcode read,Target,2-Nov,335,600,3-Nov,,SunTrust Bank,Fifth Third Bank,0
9100116092,Uzo Aduba,100016093,PO BOX 6463,BIN 559008,Unknown,BJS,4-Nov,5,840,6-Nov,,Charles Schwab,BMO Harris Bank,1
9100116092,Aarthi Agarwal,100016093,PO BOX 348,BIN 586032,MANUAL ENTRY,Shell,6-Nov,7,40200,7-Nov,,American Express,Santander Bank,0
9100116092,Shohreh Aghdashloo,100016093,1451 ELM AVE,BIN 586053,SWIPED MACHINE READ,Flowers.com,8-Nov,317,38040,9-Nov,,Ally Financial,Regions Bank,1
9100116092,Dianna Agron,100016093,305 MEADOWOOD DR APT G1,BIN 586328,MANUAL ENTRY,Walmart,10-Nov,5,600,13-Nov,,RBC Bank,M&T Bank,0
9100116092,Christina Aguilera,100016093,734 STORM KING CIR,BIN 463440,SWIPED MACHINE READ,Target,12-Nov,7,840,13-Nov,,Citizens Bank,Northern Trust,0
9100116092,Lassie Lou Ahern,100016093,132 NIMBUS DR,BIN 460300,Unknown or terminal not used,BJS,14-Nov,335,40200,16-Nov,,USAA,Union Bank,1
9100116092,Peggy Ahern,100016093,PO BOX 155,BIN 449292,Manual key entry,Shell,16-Nov,5,38040,17-Nov,,Fifth Third Bank,KeyCorp,0
9100116092,Rita Rani Ahuja,100016093,732 CORRAL DR,BIN 426983,Mag stripe read ? CVV checking not possible,BP,7-Nov,317,600,8-Nov,,BMO Harris Bank,MSN Banknorth,0
9100116092,Mary Ainslee,100016093,3165 GLENDAM DR,BIN 4269839,Barcode read,Target,9-Nov,75,840,12-Nov,,Santander Bank,Bank of New York Mellon,0
9100116092,Helen Ainsworth,100016093,691 CLARKSON AVE APT B,BIN 404845,Unknown,BJS,11-Nov,216,40200,12-Nov,,Regions Bank,PNC Bank,1
9100116092,Lexi Ainsworth,100016093,PO BOX 6288,BIN 486994,MANUAL ENTRY,MBTA,2-Nov,75,600,4-Nov,,M&T Bank,Capital One,0
9100116092,Soumaya Akaaboune,100016093,526 JACOBS PL,BIN 486985,SWIPED MACHINE READ,Amazon.com,4-Nov,75,840,5-Nov,,Northern Trust,HSBC,0
9100116092,Karen Akers,100016093,55 POPPY CT,BIN 577964,MANUAL ENTRY,Uber,6-Nov,5,40200,7-Nov,,Union Bank,TD Bank,0
9100116092,Desiree Akhavan,100016093,304 CASTLE RIDGE DR,BIN 444051,SWIPED MACHINE READ,Draftkings,8-Nov,7,40320,11-Nov,,KeyCorp,State Street,0
9100116092,Shuko Akune,100016093,PO BOX 1568,BIN 475708,Unknown or terminal not used,Nightlife,5-Nov,335,38040,6-Nov,,MSN Banknorth,BB&T,0
9100116092,Mackenzie Aladjem,100016093,2014 CAMBRIDGE DR,BIN 568555,Manual key entry,Target,7-Nov,5,600,9-Nov,,JPMorgan Chase,SunTrust Bank,0
9100116092,Lori Alan,100016093,PO BOX 128322,BIN 477469,Mag stripe read ? CVV checking not possible,BJS,9-Nov,7,840,10-Nov,,Bank of America,Charles Schwab,1
9100116092,Morjana Alaoui,100016093,PO BOX 149132,BIN 500158,Barcode read,Shell,1-Nov,317,40200,2-Nov,,Wells Fargo,American Express,0
9100116092,Jessica Alba,100016093,23 CEDAR CREST DR,BIN 40380103,Unknown,Flowers.com,3-Nov,5,40320,6-Nov,,Citigroup,Ally Financial,1
9100116092,Maria Alba,100016093,1509 ARIZONA ST,BIN 40380203,MANUAL ENTRY,Walmart,11-Nov,7,38040,12-Nov,,Goldman Sachs,RBC Bank,0
9100116092,Mabel Albertson,100016093,1051 E COLUMBINE AVE,BIN 57948003,SWIPED MACHINE READ,Target,13-Nov,335,600,15-Nov,,Morgan Stanley,JPMorgan Chase,0
9100116092,Tessa Albertson,100016093,217 VISTA HILLS DR,BIN 58954194,MANUAL ENTRY,BJS,15-Nov,5,840,16-Nov,,U.S. Bancorp,Bank of America,1
9100116092,Lola Albright,100016093,PO BOX 1787,BIN 602973,SWIPED MACHINE READ,Shell,2-Nov,7,40200,3-Nov,,Bank of New York Mellon,Wells Fargo,0
9100116092,Beatrice Alda,100016093,292 MOUNTAIN VIEW ST,BIN 403168,Unknown or terminal not used,BP,4-Nov,317,40320,7-Nov,,PNC Bank,Citigroup,0
9100116092,Elizabeth Alda,100016093,PO BOX 3863734,BIN 408820,Manual key entry,Target,6-Nov,5,38040,7-Nov,,Capital One,Goldman Sachs,0
9100116092,Rutanya Alda,100016093,PO BOX 4636643,BIN 40882007,Mag stripe read ? CVV checking not possible,BJS,8-Nov,317,600,10-Nov,,HSBC,Morgan Stanley,1
9100116092,Mary Alden,100016093,4 CHARTER OAK AVE UNIT 1,BIN 473082,Barcode read,MBTA,10-Nov,75,840,11-Nov,,TD Bank,U.S. Bancorp,0
9100116092,Mari Aldon,100016093,539 TAMARACK DR UNIT 403,BIN 47308207,Unknown,Amazon.com,12-Nov,216,40200,13-Nov,,State Street,Citizens Bank,0
9100116092,Kay Aldridge,100016093,322 SAGEMONT CIR,BIN 587686,MANUAL ENTRY,Uber,14-Nov,75,40320,17-Nov,,BB&T,USAA,1
9100116092,Raquel Alessi,100016093,1862 GRACELAND DR,BIN 5876860369,SWIPED MACHINE READ,Draftkings,16-Nov,75,38040,17-Nov,,SunTrust Bank,Fifth Third Bank,0
9100116092,Alex ter Avest,100016093,405 BALLARD AVE,BIN 58954192,MANUAL ENTRY,Nightlife,7-Nov,5,600,9-Nov,,Charles Schwab,BMO Harris Bank,0
9100116092,Denise Alexander,100016093,PO BOX 8803,BIN 57948004,SWIPED MACHINE READ,Target,9-Nov,7,840,10-Nov,,American Express,Santander Bank,0
9100116092,Jaimie Alexander,100016093,642 1/2 IAN CT,BIN 40380204,Unknown or terminal not used,BJS,11-Nov,335,40200,12-Nov,,Ally Financial,Regions Bank,1
9100116092,Jane Alexander,100016093,2382 VAN GORDON ST,BIN 40380104,Manual key entry,Shell,2-Nov,5,40320,5-Nov,,RBC Bank,M&T Bank,0
9100116092,Katharine Alexander,100016093,923 MAIN ST,BIN 510628,Mag stripe read ? CVV checking not possible,Flowers.com,4-Nov,7,38040,5-Nov,,Citizens Bank,Northern Trust,1
9100116092,Khandi Alexander,100016093,9450 6097 RD,BIN 567229,Barcode read,Walmart,6-Nov,317,600,8-Nov,,USAA,Union Bank,0
9100116092,Olivia Alexander,100016093,412 AABC STE 1A,BIN 588231,Unknown,Target,8-Nov,5,840,9-Nov,,Fifth Third Bank,KeyCorp,0
9100116092,Sasha Alexander,100016093,PO BOX 6595,BIN 422783,MANUAL ENTRY,BJS,5-Nov,7,40200,6-Nov,,BMO Harris Bank,MSN Banknorth,1
9100116092,Gloria Alexandra,100016093,PO BOX 6075,BIN 450965,SWIPED MACHINE READ,Shell,7-Nov,335,40320,10-Nov,,Santander Bank,Bank of New York Mellon,0
9100116092,Tiana Alexandra,100016093,PO BOX 916,BIN 438543,MANUAL ENTRY,BP,9-Nov,5,38040,10-Nov,,Regions Bank,PNC Bank,0
